student_id,jurusan,semester_ke,mata_kuliah,sks,nilai,bobot_nilai,kemampuan_laten
S45,Teknik Mesin,2,Etika Profesi,2,A,4.0,0.835
S45,Teknik Mesin,2,Pancasila,2,A-,3.7,0.835
S45,Teknik Mesin,2,Kerja Praktik,3,A,4.0,0.835
S45,Teknik Mesin,2,Fisika Dasar II,3,B+,3.3,0.835
S45,Teknik Mesin,3,Pancasila,2,A,4.0,0.835
S45,Teknik Mesin,3,Fisika,3,A,4.0,0.835
S45,Teknik Mesin,3,Kewarganegaraan,2,A,4.0,0.835
S45,Teknik Mesin,3,Kewirausahaan,2,B,3.0,0.835
S45,Teknik Mesin,3,Kalkulus II,3,A-,3.7,0.835
S45,Teknik Mesin,3,Kimia Dasar,3,A,4.0,0.835
S45,Teknik Mesin,4,Aljabar Linear,3,A,4.0,0.835
S45,Teknik Mesin,4,Statistika,3,A,4.0,0.835
S45,Teknik Mesin,4,Bahasa Indonesia,2,A-,3.7,0.835
S45,Teknik Mesin,4,Kewirausahaan,2,A,4.0,0.835
S45,Teknik Mesin,4,Bahasa Inggris,2,A,4.0,0.835
S45,Teknik Mesin,5,Matematika Diskrit,3,A-,3.7,0.835
S45,Teknik Mesin,5,Skripsi,6,B+,3.3,0.835
S45,Teknik Mesin,5,Bahasa Indonesia,2,A,4.0,0.835
S45,Teknik Mesin,5,Pengantar Matematika,2,A,4.0,0.835
S45,Teknik Mesin,5,Kalkulus I,3,B,3.0,0.835
S46,Manajemen,1,Manajemen,3,A,4.0,0.632
S46,Manajemen,1,Metodologi Penelitian,2,A,4.0,0.632
S46,Manajemen,1,Kewarganegaraan,2,A-,3.7,0.632
S46,Manajemen,1,Bahasa Inggris,2,A,4.0,0.632
S46,Manajemen,1,Pengantar Matematika,2,A,4.0,0.632
S46,Manajemen,1,Kewirausahaan,2,A,4.0,0.632
S46,Manajemen,2,Matematika Diskrit,3,A-,3.7,0.632
S46,Manajemen,2,Statistika Inferensial,3,A-,3.7,0.632
S46,Manajemen,2,Etika Profesi,2,A,4.0,0.632
S46,Manajemen,2,Bahasa Indonesia,2,A-,3.7,0.632
S46,Manajemen,2,Kalkulus I,3,B,3.0,0.632
S46,Manajemen,2,Kewirausahaan,2,A-,3.7,0.632
S46,Manajemen,2,Agama,2,A-,3.7,0.632
S46,Manajemen,3,Agama,2,A-,3.7,0.632
S46,Manajemen,3,Bahasa Indonesia,2,A,4.0,0.632
S46,Manajemen,3,Kalkulus II,3,A-,3.7,0.632
S46,Manajemen,3,Pancasila,2,A,4.0,0.632
S46,Manajemen,3,Pancasila,2,A,4.0,0.632
S46,Manajemen,4,Seminar,1,A-,3.7,0.632
S46,Manajemen,4,Pengantar Ekonomi,3,B,3.0,0.632
S46,Manajemen,4,Kewarganegaraan,2,A-,3.7,0.632
S46,Manajemen,4,Kerja Praktik,3,A,4.0,0.632
S46,Manajemen,4,Perilaku Organisasi,3,B+,3.3,0.632
S46,Manajemen,4,Aljabar Linear,3,C,2.0,0.632
S47,Manajemen,1,Kewarganegaraan,2,B+,3.3,0.178
S47,Manajemen,1,Matematika Diskrit,3,A-,3.7,0.178
S47,Manajemen,1,Bahasa Indonesia,2,B,3.0,0.178
S47,Manajemen,1,Pemasaran,3,A,4.0,0.178
S47,Manajemen,1,Seminar,1,A,4.0,0.178
S47,Manajemen,1,Skripsi,6,B,3.0,0.178
S47,Manajemen,1,Kewirausahaan,2,B-,2.7,0.178
S47,Manajemen,2,Kewirausahaan,2,A,4.0,0.178
S47,Manajemen,2,Akuntansi Keuangan,3,A-,3.7,0.178
S47,Manajemen,2,Pengantar Ekonomi,3,B,3.0,0.178
S47,Manajemen,2,Agama,2,A,4.0,0.178
S47,Manajemen,2,Pengantar Matematika,2,B+,3.3,0.178
S47,Manajemen,3,Kerja Praktik,3,B+,3.3,0.178
S47,Manajemen,3,Agama,2,A,4.0,0.178
S47,Manajemen,3,Statistika,3,C,2.0,0.178
S47,Manajemen,3,Kewarganegaraan,2,A,4.0,0.178
S47,Manajemen,3,Statistika Inferensial,3,B+,3.3,0.178
S47,Manajemen,4,Manajemen,3,A-,3.7,0.178
S47,Manajemen,4,Etika Profesi,2,A-,3.7,0.178
S47,Manajemen,4,Metodologi Penelitian,2,A,4.0,0.178
S47,Manajemen,4,Kalkulus III,3,C,2.0,0.178
S47,Manajemen,4,Kewirausahaan,2,B+,3.3,0.178
S47,Manajemen,4,Pancasila,2,A-,3.7,0.178
S47,Manajemen,5,Bahasa Inggris,2,A-,3.7,0.178
S47,Manajemen,5,Kalkulus II,3,A,4.0,0.178
S47,Manajemen,5,Pancasila,2,A-,3.7,0.178
S47,Manajemen,5,Perilaku Organisasi,3,C+,2.3,0.178
S47,Manajemen,5,Aljabar Linear,3,B+,3.3,0.178
S47,Manajemen,5,Kalkulus I,3,B,3.0,0.178
S48,Biologi,1,Kalkulus III,3,A,4.0,0.417
S48,Biologi,1,Kalkulus II,3,B+,3.3,0.417
S48,Biologi,1,Bahasa Indonesia,2,A,4.0,0.417
S48,Biologi,1,Agama,2,A,4.0,0.417
S48,Biologi,1,Kalkulus I,3,B+,3.3,0.417
S48,Biologi,2,Bahasa Inggris,2,A,4.0,0.417
S48,Biologi,2,Skripsi,6,A,4.0,0.417
S48,Biologi,2,Bahasa Inggris,2,A,4.0,0.417
S48,Biologi,2,Seminar,1,A-,3.7,0.417
S48,Biologi,2,Kewarganegaraan,2,A,4.0,0.417
S48,Biologi,2,Pengantar Matematika,2,A-,3.7,0.417
S48,Biologi,2,Kimia Dasar,3,A,4.0,0.417
S48,Biologi,3,Kimia Dasar,3,A-,3.7,0.417
S48,Biologi,3,Bahasa Indonesia,2,A,4.0,0.417
S48,Biologi,3,Agama,2,A,4.0,0.417
S48,Biologi,3,Aljabar Linear,3,A,4.0,0.417
S48,Biologi,3,Pancasila,2,A-,3.7,0.417
S48,Biologi,3,Etika Profesi,2,B+,3.3,0.417
S49,Biologi,1,Kewirausahaan,2,B+,3.3,0.555
S49,Biologi,1,Agama,2,A,4.0,0.555
S49,Biologi,1,Kalkulus II,3,B,3.0,0.555
S49,Biologi,1,Etika Profesi,2,B+,3.3,0.555
S49,Biologi,1,Bahasa Indonesia,2,A,4.0,0.555
S49,Biologi,2,Genetika,3,A,4.0,0.555
S49,Biologi,2,Pancasila,2,A,4.0,0.555
S49,Biologi,2,Bahasa Inggris,2,B,3.0,0.555
S49,Biologi,2,Kewarganegaraan,2,A-,3.7,0.555
S49,Biologi,2,Kimia Dasar,3,B+,3.3,0.555
S49,Biologi,2,Matematika Diskrit,3,B+,3.3,0.555
S49,Biologi,3,Mikrobiologi,3,A,4.0,0.555
S49,Biologi,3,Kalkulus I,3,A,4.0,0.555
S49,Biologi,3,Agama,2,B+,3.3,0.555
S49,Biologi,3,Aljabar Linear,3,A,4.0,0.555
S49,Biologi,3,Metodologi Penelitian,2,B+,3.3,0.555
S49,Biologi,3,Seminar,1,A,4.0,0.555
S49,Biologi,3,Skripsi,6,A,4.0,0.555
S49,Biologi,4,Skripsi,6,B-,2.7,0.555
S49,Biologi,4,Kalkulus III,3,A,4.0,0.555
S49,Biologi,4,Statistika,3,B+,3.3,0.555
S49,Biologi,4,Bahasa Inggris,2,A-,3.7,0.555
S49,Biologi,4,Kimia Organik,3,A,4.0,0.555
S49,Biologi,5,Kewirausahaan,2,A,4.0,0.555
S49,Biologi,5,Kewarganegaraan,2,A,4.0,0.555
S49,Biologi,5,Statistika Inferensial,3,B,3.0,0.555
S49,Biologi,5,Kerja Praktik,3,A,4.0,0.555
S49,Biologi,5,Pancasila,2,A,4.0,0.555
S50,Akuntansi,1,Metodologi Penelitian,2,A,4.0,0.58
S50,Akuntansi,1,Kewarganegaraan,2,A-,3.7,0.58
S50,Akuntansi,1,Manajemen,3,A-,3.7,0.58
S50,Akuntansi,1,Pengantar Matematika,2,A,4.0,0.58
S50,Akuntansi,1,Statistika,3,B-,2.7,0.58
S50,Akuntansi,2,Kewirausahaan,2,A-,3.7,0.58
S50,Akuntansi,2,Pemasaran,3,A,4.0,0.58
S50,Akuntansi,2,Aljabar Linear,3,B,3.0,0.58
S50,Akuntansi,2,Bahasa Inggris,2,A-,3.7,0.58
S50,Akuntansi,2,Pengantar Ekonomi,3,A,4.0,0.58
S50,Akuntansi,2,Kewirausahaan,2,A,4.0,0.58
S50,Akuntansi,3,Perilaku Organisasi,3,B+,3.3,0.58
S50,Akuntansi,3,Agama,2,A,4.0,0.58
S50,Akuntansi,3,Agama,2,A,4.0,0.58
S50,Akuntansi,3,Bahasa Indonesia,2,A,4.0,0.58
S50,Akuntansi,3,Bahasa Indonesia,2,A,4.0,0.58
S50,Akuntansi,3,Kalkulus II,3,A,4.0,0.58
S50,Akuntansi,3,Akuntansi Keuangan,3,B,3.0,0.58
S50,Akuntansi,4,Akuntansi Keuangan,3,A-,3.7,0.58
S50,Akuntansi,4,Kewarganegaraan,2,A,4.0,0.58
S50,Akuntansi,4,Kalkulus I,3,B-,2.7,0.58
S50,Akuntansi,4,Matematika Diskrit,3,B,3.0,0.58
S50,Akuntansi,4,Seminar,1,A,4.0,0.58
S50,Akuntansi,4,Kalkulus III,3,B+,3.3,0.58
S50,Akuntansi,4,Etika Profesi,2,A,4.0,0.58
S50,Akuntansi,5,Etika Profesi,2,A,4.0,0.58
S50,Akuntansi,5,Pancasila,2,A,4.0,0.58
S50,Akuntansi,5,Pancasila,2,A,4.0,0.58
S50,Akuntansi,5,Skripsi,6,A,4.0,0.58
S50,Akuntansi,5,Bahasa Inggris,2,A-,3.7,0.58
S51,Manajemen,1,Pancasila,2,A-,3.7,0.346
S51,Manajemen,1,Pengantar Ekonomi,3,B,3.0,0.346
S51,Manajemen,1,Etika Profesi,2,A-,3.7,0.346
S51,Manajemen,1,Bahasa Indonesia,2,A,4.0,0.346
S51,Manajemen,1,Skripsi,6,B+,3.3,0.346
S51,Manajemen,1,Pengantar Matematika,2,A-,3.7,0.346
S51,Manajemen,2,Kalkulus II,3,B-,2.7,0.346
S51,Manajemen,2,Perilaku Organisasi,3,B+,3.3,0.346
S51,Manajemen,2,Seminar,1,A,4.0,0.346
S51,Manajemen,2,Agama,2,A,4.0,0.346
S51,Manajemen,2,Bahasa Inggris,2,A-,3.7,0.346
S52,Farmasi,1,Anatomi,4,B+,3.3,0.465
S52,Farmasi,1,Bahasa Inggris,2,A-,3.7,0.465
S52,Farmasi,1,Kewirausahaan,2,B+,3.3,0.465
S52,Farmasi,1,Agama,2,A,4.0,0.465
S52,Farmasi,1,Bahasa Indonesia,2,A,4.0,0.465
S52,Farmasi,1,Kimia Organik,3,A-,3.7,0.465
S52,Farmasi,2,Biokimia,3,B-,2.7,0.465
S52,Farmasi,2,Bahasa Inggris,2,A,4.0,0.465
S52,Farmasi,2,Kewarganegaraan,2,A,4.0,0.465
S52,Farmasi,2,Mikrobiologi,3,A-,3.7,0.465
S52,Farmasi,2,Bahasa Indonesia,2,A-,3.7,0.465
S52,Farmasi,2,Kewarganegaraan,2,A,4.0,0.465
S52,Farmasi,2,Seminar,1,A-,3.7,0.465
S52,Farmasi,3,Seminar,1,A-,3.7,0.465
S52,Farmasi,3,Kimia Dasar,3,B+,3.3,0.465
S52,Farmasi,3,Metodologi Penelitian,2,B+,3.3,0.465
S52,Farmasi,3,Kerja Praktik,3,A,4.0,0.465
S52,Farmasi,3,Skripsi,6,A,4.0,0.465
S53,Farmasi,1,Fisiologi,4,A,4.0,0.718
S53,Farmasi,1,Kewirausahaan,2,A-,3.7,0.718
S53,Farmasi,1,Skripsi,6,A,4.0,0.718
S53,Farmasi,1,Bahasa Indonesia,2,A,4.0,0.718
S53,Farmasi,1,Agama,2,A,4.0,0.718
S53,Farmasi,1,Kimia Organik,3,B+,3.3,0.718
S53,Farmasi,1,Metodologi Penelitian,2,B+,3.3,0.718
S53,Farmasi,2,Metodologi Penelitian,2,A,4.0,0.718
S53,Farmasi,2,Bahasa Inggris,2,A,4.0,0.718
S53,Farmasi,2,Kimia Dasar,3,A,4.0,0.718
S53,Farmasi,2,Bahasa Inggris,2,A,4.0,0.718
S53,Farmasi,2,Genetika,3,B,3.0,0.718
S53,Farmasi,2,Pancasila,2,B+,3.3,0.718
S53,Farmasi,3,Etika Profesi,2,A,4.0,0.718
S53,Farmasi,3,Mikrobiologi,3,C-,1.7,0.718
S53,Farmasi,3,Kewarganegaraan,2,A,4.0,0.718
S53,Farmasi,3,Farmakologi,4,B,3.0,0.718
S53,Farmasi,3,Biokimia,3,A,4.0,0.718
S54,Kedokteran,1,Kewarganegaraan,2,A,4.0,0.647
S54,Kedokteran,1,Fisiologi,4,B+,3.3,0.647
S54,Kedokteran,1,Kimia Organik,3,B,3.0,0.647
S54,Kedokteran,1,Skripsi,6,B+,3.3,0.647
S54,Kedokteran,1,Bahasa Indonesia,2,A-,3.7,0.647
S54,Kedokteran,1,Seminar,1,A,4.0,0.647
S54,Kedokteran,2,Etika Profesi,2,A,4.0,0.647
S54,Kedokteran,2,Kewirausahaan,2,A,4.0,0.647
S54,Kedokteran,2,Bahasa Inggris,2,B+,3.3,0.647
S54,Kedokteran,2,Bahasa Inggris,2,B+,3.3,0.647
S54,Kedokteran,2,Metodologi Penelitian,2,B+,3.3,0.647
S54,Kedokteran,2,Kerja Praktik,3,A,4.0,0.647
S54,Kedokteran,2,Genetika,3,C+,2.3,0.647
S54,Kedokteran,3,Genetika,3,B-,2.7,0.647
S54,Kedokteran,3,Agama,2,A,4.0,0.647
S54,Kedokteran,3,Bahasa Indonesia,2,A-,3.7,0.647
S54,Kedokteran,3,Farmakologi,4,B+,3.3,0.647
S54,Kedokteran,3,Anatomi,4,B,3.0,0.647
S54,Kedokteran,3,Kimia Dasar,3,B+,3.3,0.647
S54,Kedokteran,3,Mikrobiologi,3,A-,3.7,0.647
S54,Kedokteran,4,Mikrobiologi,3,A-,3.7,0.647
S54,Kedokteran,4,Pancasila,2,A-,3.7,0.647
S54,Kedokteran,4,Agama,2,A,4.0,0.647
S54,Kedokteran,4,Biokimia,3,B-,2.7,0.647
S54,Kedokteran,4,Pancasila,2,A,4.0,0.647
S54,Kedokteran,5,Kewirausahaan,2,A-,3.7,0.647
S55,Teknik Elektro,1,Seminar,1,A-,3.7,0.824
S55,Teknik Elektro,1,Pengantar Matematika,2,A-,3.7,0.824
S55,Teknik Elektro,1,Kewirausahaan,2,A,4.0,0.824
S55,Teknik Elektro,1,Kalkulus III,3,B-,2.7,0.824
S55,Teknik Elektro,1,Kimia Dasar,3,A-,3.7,0.824
S55,Teknik Elektro,2,Bahasa Inggris,2,A,4.0,0.824
S55,Teknik Elektro,2,Kewirausahaan,2,A,4.0,0.824
S55,Teknik Elektro,2,Pancasila,2,B+,3.3,0.824
S55,Teknik Elektro,2,Aljabar Linear,3,A,4.0,0.824
S55,Teknik Elektro,2,Matematika Diskrit,3,A-,3.7,0.824
S55,Teknik Elektro,2,Fisika Dasar I,3,A,4.0,0.824
S55,Teknik Elektro,2,Bahasa Indonesia,2,A-,3.7,0.824
S56,Sistem Informasi,1,Pembelajaran Mesin,3,B+,3.3,0.665
S56,Sistem Informasi,1,Pemrograman Mobile,3,B+,3.3,0.665
S56,Sistem Informasi,1,Grafika Komputer,3,B+,3.3,0.665
S56,Sistem Informasi,1,Kewarganegaraan,2,A,4.0,0.665
S56,Sistem Informasi,1,Struktur Data,3,B+,3.3,0.665
S56,Sistem Informasi,2,Rekayasa Perangkat Lunak,3,A-,3.7,0.665
S56,Sistem Informasi,2,Agama,2,A,4.0,0.665
S56,Sistem Informasi,2,Kewarganegaraan,2,A,4.0,0.665
S56,Sistem Informasi,2,Statistika,3,A,4.0,0.665
S56,Sistem Informasi,2,Pancasila,2,A,4.0,0.665
S56,Sistem Informasi,2,Statistika Inferensial,3,B,3.0,0.665
S56,Sistem Informasi,2,Metodologi Penelitian,2,A,4.0,0.665
S56,Sistem Informasi,3,Metodologi Penelitian,2,A-,3.7,0.665
S56,Sistem Informasi,3,Matematika Diskrit,3,A-,3.7,0.665
S56,Sistem Informasi,3,Etika Profesi,2,A,4.0,0.665
S56,Sistem Informasi,3,Bahasa Indonesia,2,A,4.0,0.665
S56,Sistem Informasi,3,Kalkulus I,3,B,3.0,0.665
S56,Sistem Informasi,3,Bahasa Inggris,2,B+,3.3,0.665
S56,Sistem Informasi,3,Basis Data,3,B+,3.3,0.665
S56,Sistem Informasi,4,Basis Data,3,A,4.0,0.665
S56,Sistem Informasi,4,Jaringan Komputer,3,B+,3.3,0.665
S56,Sistem Informasi,4,Pemrograman Berorientasi Objek,3,B-,2.7,0.665
S56,Sistem Informasi,4,Agama,2,A,4.0,0.665
S56,Sistem Informasi,4,Fisika,3,A,4.0,0.665
S56,Sistem Informasi,5,Pengantar Matematika,2,A,4.0,0.665
S56,Sistem Informasi,5,Fisika Dasar I,3,B,3.0,0.665
S56,Sistem Informasi,5,Sistem Operasi,3,C+,2.3,0.665
S56,Sistem Informasi,5,Kalkulus III,3,B-,2.7,0.665
S56,Sistem Informasi,5,Algoritma dan Pemrograman,4,A,4.0,0.665
S56,Sistem Informasi,6,Skripsi,6,B,3.0,0.665
S56,Sistem Informasi,6,Kalkulus II,3,B+,3.3,0.665
S56,Sistem Informasi,6,Seminar,1,A,4.0,0.665
S56,Sistem Informasi,6,Bahasa Inggris,2,A-,3.7,0.665
S56,Sistem Informasi,6,Fisika Dasar II,3,A-,3.7,0.665
S56,Sistem Informasi,6,Pemrograman Web,3,A-,3.7,0.665
S57,Ilmu Komunikasi,1,Komunikasi Massa,3,B,3.0,0.603
S57,Ilmu Komunikasi,1,Agama,2,A,4.0,0.603
S57,Ilmu Komunikasi,1,Agama,2,A,4.0,0.603
S57,Ilmu Komunikasi,1,Bahasa Inggris,2,A,4.0,0.603
S57,Ilmu Komunikasi,1,Pancasila,2,B+,3.3,0.603
S57,Ilmu Komunikasi,1,Skripsi,6,A,4.0,0.603
S57,Ilmu Komunikasi,2,Kerja Praktik,3,A-,3.7,0.603
S57,Ilmu Komunikasi,2,Seminar,1,A,4.0,0.603
S57,Ilmu Komunikasi,2,Perilaku Organisasi,3,A-,3.7,0.603
S57,Ilmu Komunikasi,2,Pemasaran,3,B+,3.3,0.603
S57,Ilmu Komunikasi,2,Bahasa Indonesia,2,A,4.0,0.603
S57,Ilmu Komunikasi,2,Manajemen,3,A-,3.7,0.603
S57,Ilmu Komunikasi,3,Bahasa Indonesia,2,A-,3.7,0.603
S57,Ilmu Komunikasi,3,Kewirausahaan,2,A,4.0,0.603
S57,Ilmu Komunikasi,3,Kewirausahaan,2,A-,3.7,0.603
S57,Ilmu Komunikasi,3,Metodologi Penelitian,2,A-,3.7,0.603
S57,Ilmu Komunikasi,3,Komunikasi Organisasi,3,B+,3.3,0.603
S57,Ilmu Komunikasi,3,Etika Profesi,2,A,4.0,0.603
S57,Ilmu Komunikasi,3,Kewarganegaraan,2,A,4.0,0.603
S57,Ilmu Komunikasi,4,Kewarganegaraan,2,A,4.0,0.603
S57,Ilmu Komunikasi,4,Pancasila,2,A,4.0,0.603
S57,Ilmu Komunikasi,4,Bahasa Inggris,2,A-,3.7,0.603
S57,Ilmu Komunikasi,4,Kewarganegaraan,2,A,4.0,0.603
S58,Teknik Mesin,1,Statistika,3,A-,3.7,0.822
S58,Teknik Mesin,1,Pancasila,2,A,4.0,0.822
S58,Teknik Mesin,1,Kewarganegaraan,2,A-,3.7,0.822
S58,Teknik Mesin,1,Kerja Praktik,3,A,4.0,0.822
S58,Teknik Mesin,1,Fisika,3,A-,3.7,0.822
S58,Teknik Mesin,1,Statistika Inferensial,3,B,3.0,0.822
S58,Teknik Mesin,1,Pancasila,2,A-,3.7,0.822
S58,Teknik Mesin,2,Pancasila,2,A-,3.7,0.822
S58,Teknik Mesin,2,Metodologi Penelitian,2,A,4.0,0.822
S58,Teknik Mesin,2,Bahasa Indonesia,2,A,4.0,0.822
S58,Teknik Mesin,2,Agama,2,A,4.0,0.822
S58,Teknik Mesin,2,Pengantar Matematika,2,B+,3.3,0.822
S59,Teknik Informatika,1,Bahasa Inggris,2,B+,3.3,0.394
S59,Teknik Informatika,1,Pancasila,2,A,4.0,0.394
S59,Teknik Informatika,1,Bahasa Indonesia,2,A,4.0,0.394
S59,Teknik Informatika,1,Pemrograman Web,3,A-,3.7,0.394
S59,Teknik Informatika,1,Skripsi,6,C+,2.3,0.394
S59,Teknik Informatika,1,Kewarganegaraan,2,A,4.0,0.394
S59,Teknik Informatika,2,Etika Profesi,2,A-,3.7,0.394
S59,Teknik Informatika,2,Pancasila,2,A,4.0,0.394
S59,Teknik Informatika,2,Kalkulus II,3,B,3.0,0.394
S59,Teknik Informatika,2,Aljabar Linear,3,B+,3.3,0.394
S59,Teknik Informatika,2,Statistika Inferensial,3,A-,3.7,0.394
S59,Teknik Informatika,3,Pembelajaran Mesin,3,C,2.0,0.394
S59,Teknik Informatika,3,Basis Data,3,A-,3.7,0.394
S59,Teknik Informatika,3,Pemrograman Berorientasi Objek,3,B+,3.3,0.394
S59,Teknik Informatika,3,Struktur Data,3,A,4.0,0.394
S59,Teknik Informatika,3,Fisika Dasar II,3,B+,3.3,0.394
S59,Teknik Informatika,4,Metodologi Penelitian,2,B+,3.3,0.394
S59,Teknik Informatika,4,Jaringan Komputer,3,A-,3.7,0.394
S59,Teknik Informatika,4,Kalkulus III,3,B,3.0,0.394
S59,Teknik Informatika,4,Algoritma dan Pemrograman,4,A,4.0,0.394
S59,Teknik Informatika,4,Bahasa Inggris,2,A-,3.7,0.394
S59,Teknik Informatika,4,Kimia Organik,3,B-,2.7,0.394
S59,Teknik Informatika,5,Kewirausahaan,2,A-,3.7,0.394
S59,Teknik Informatika,5,Fisika Dasar I,3,A,4.0,0.394
S59,Teknik Informatika,5,Kerja Praktik,3,A-,3.7,0.394
S59,Teknik Informatika,5,Fisika,3,A,4.0,0.394
S59,Teknik Informatika,5,Statistika,3,A,4.0,0.394
S59,Teknik Informatika,5,Pengantar Matematika,2,B,3.0,0.394
S59,Teknik Informatika,5,Seminar,1,A,4.0,0.394
S59,Teknik Informatika,6,Seminar,1,A,4.0,0.394
S59,Teknik Informatika,6,Agama,2,A,4.0,0.394
S59,Teknik Informatika,6,Kewarganegaraan,2,A-,3.7,0.394
S59,Teknik Informatika,6,Sistem Operasi,3,B-,2.7,0.394
S59,Teknik Informatika,6,Kimia Dasar,3,A,4.0,0.394
S59,Teknik Informatika,6,Bahasa Indonesia,2,B,3.0,0.394
S59,Teknik Informatika,6,Rekayasa Perangkat Lunak,3,A-,3.7,0.394
S59,Teknik Informatika,7,Rekayasa Perangkat Lunak,3,C+,2.3,0.394
S59,Teknik Informatika,7,Pemrograman Mobile,3,C+,2.3,0.394
S59,Teknik Informatika,7,Agama,2,B,3.0,0.394
S59,Teknik Informatika,7,Kalkulus I,3,C+,2.3,0.394
S59,Teknik Informatika,7,Grafika Komputer,3,B,3.0,0.394
S59,Teknik Informatika,7,Kewirausahaan,2,A-,3.7,0.394
S60,Biologi,1,Kerja Praktik,3,A,4.0,0.51
S60,Biologi,1,Kalkulus I,3,B+,3.3,0.51
S60,Biologi,1,Skripsi,6,B-,2.7,0.51
S60,Biologi,1,Agama,2,A,4.0,0.51
S60,Biologi,1,Mikrobiologi,3,B+,3.3,0.51
S60,Biologi,1,Bahasa Indonesia,2,A-,3.7,0.51
S60,Biologi,1,Aljabar Linear,3,A-,3.7,0.51
S60,Biologi,2,Aljabar Linear,3,B,3.0,0.51
S60,Biologi,2,Kewarganegaraan,2,B,3.0,0.51
S60,Biologi,2,Bahasa Inggris,2,A,4.0,0.51
S60,Biologi,2,Kalkulus III,3,A,4.0,0.51
S60,Biologi,2,Kimia Dasar,3,C+,2.3,0.51
S60,Biologi,2,Agama,2,B,3.0,0.51
S60,Biologi,3,Matematika Diskrit,3,B,3.0,0.51
S60,Biologi,3,Pengantar Matematika,2,A,4.0,0.51
S60,Biologi,3,Metodologi Penelitian,2,B+,3.3,0.51
S60,Biologi,3,Pancasila,2,A,4.0,0.51
S60,Biologi,3,Kewarganegaraan,2,B+,3.3,0.51
S60,Biologi,3,Statistika,3,A-,3.7,0.51
S60,Biologi,4,Seminar,1,B,3.0,0.51
S60,Biologi,4,Statistika Inferensial,3,B,3.0,0.51
S60,Biologi,4,Bahasa Indonesia,2,A-,3.7,0.51
S60,Biologi,4,Pancasila,2,A,4.0,0.51
S60,Biologi,4,Kimia Organik,3,A,4.0,0.51
S60,Biologi,4,Etika Profesi,2,A,4.0,0.51
S60,Biologi,4,Bahasa Inggris,2,A,4.0,0.51
S61,Biologi,1,Kalkulus I,3,B+,3.3,0.318
S61,Biologi,1,Bahasa Inggris,2,A,4.0,0.318
S61,Biologi,1,Kimia Organik,3,B,3.0,0.318
S61,Biologi,1,Kerja Praktik,3,B+,3.3,0.318
S61,Biologi,1,Matematika Diskrit,3,B+,3.3,0.318
S61,Biologi,1,Kewirausahaan,2,A-,3.7,0.318
S61,Biologi,1,Bahasa Indonesia,2,A-,3.7,0.318
S61,Biologi,2,Bahasa Indonesia,2,A,4.0,0.318
S61,Biologi,2,Pancasila,2,A,4.0,0.318
S61,Biologi,2,Pancasila,2,A,4.0,0.318
S61,Biologi,2,Statistika Inferensial,3,A,4.0,0.318
S61,Biologi,2,Kimia Dasar,3,B,3.0,0.318
S61,Biologi,2,Agama,2,A,4.0,0.318
S61,Biologi,3,Kalkulus III,3,B-,2.7,0.318
S61,Biologi,3,Kalkulus II,3,C+,2.3,0.318
S61,Biologi,3,Kewirausahaan,2,B-,2.7,0.318
S61,Biologi,3,Kewarganegaraan,2,A,4.0,0.318
S61,Biologi,3,Bahasa Inggris,2,A-,3.7,0.318
S61,Biologi,3,Kewarganegaraan,2,A-,3.7,0.318
S62,Kedokteran,1,Bahasa Indonesia,2,A-,3.7,0.762
S62,Kedokteran,1,Kewirausahaan,2,A,4.0,0.762
S62,Kedokteran,1,Agama,2,A,4.0,0.762
S62,Kedokteran,1,Anatomi,4,B+,3.3,0.762
S62,Kedokteran,1,Kewirausahaan,2,A-,3.7,0.762
S62,Kedokteran,1,Mikrobiologi,3,B-,2.7,0.762
S62,Kedokteran,1,Fisiologi,4,B-,2.7,0.762
S62,Kedokteran,2,Fisiologi,4,A-,3.7,0.762
S62,Kedokteran,2,Metodologi Penelitian,2,B+,3.3,0.762
S62,Kedokteran,2,Kewarganegaraan,2,A,4.0,0.762
S62,Kedokteran,2,Kimia Dasar,3,A-,3.7,0.762
S62,Kedokteran,2,Pancasila,2,B+,3.3,0.762
S62,Kedokteran,3,Farmakologi,4,A,4.0,0.762
S62,Kedokteran,3,Skripsi,6,B,3.0,0.762
S62,Kedokteran,3,Kerja Praktik,3,A,4.0,0.762
S62,Kedokteran,3,Kimia Organik,3,B+,3.3,0.762
S62,Kedokteran,3,Etika Profesi,2,A,4.0,0.762
S62,Kedokteran,3,Kewarganegaraan,2,A-,3.7,0.762
S62,Kedokteran,3,Genetika,3,A-,3.7,0.762
S62,Kedokteran,4,Genetika,3,B,3.0,0.762
S62,Kedokteran,4,Agama,2,A-,3.7,0.762
S62,Kedokteran,4,Bahasa Indonesia,2,A,4.0,0.762
S62,Kedokteran,4,Biokimia,3,C+,2.3,0.762
S62,Kedokteran,4,Seminar,1,A,4.0,0.762
S62,Kedokteran,4,Bahasa Inggris,2,A-,3.7,0.762
S62,Kedokteran,4,Pancasila,2,A,4.0,0.762
S62,Kedokteran,5,Pancasila,2,A,4.0,0.762
S63,Sistem Informasi,1,Agama,2,A,4.0,0.556
S63,Sistem Informasi,1,Metodologi Penelitian,2,A,4.0,0.556
S63,Sistem Informasi,1,Etika Profesi,2,A-,3.7,0.556
S63,Sistem Informasi,1,Kerja Praktik,3,B+,3.3,0.556
