mata_kuliah,jurusan,mean_gp,std_gp,median_gp,pct_a_or_above,pct_below_b,pct_fail,iqr_gp,mean_ips_takers,sample_count,difficulty_cluster,difficulty_rank,difficulty_label,difficulty_score
Kimia Dasar,Teknik Elektro,3.2866666666666666,0.6759825300644839,3.3,0.4666666666666667,0.2,0.0,0.8500000000000001,3.2866666666666666,15,4,2,medium,0.5
Kimia Dasar,Teknik Informatika,3.4222222222222225,0.565194165260439,3.7,0.5555555555555556,0.2222222222222222,0.0,1.0,3.4222222222222225,9,4,2,medium,0.5
Kimia Dasar,Teknik Mesin,3.2363636363636363,0.5220588611885201,3.3,0.2727272727272727,0.18181818181818182,0.0,0.5,3.2363636363636363,11,3,3,sulit,0.75
Kimia Dasar,Teknik Sipil,3.6916666666666664,0.37040109300185614,3.85,0.6666666666666666,0.0,0.0,0.7000000000000002,3.6916666666666664,12,0,1,mudah,0.25
Kimia Organik,Biologi,3.6142857142857143,0.4913538149119955,4.0,0.5714285714285714,0.0,0.0,0.8500000000000001,3.6142857142857143,7,0,1,mudah,0.25
Kimia Organik,Farmasi,3.378947368421053,0.6023831812692177,3.7,0.5263157894736842,0.21052631578947367,0.0,0.5500000000000003,3.378947368421053,19,4,2,medium,0.5
Kimia Organik,Kedokteran,3.066666666666667,0.5338539126015657,3.3,0.2222222222222222,0.3333333333333333,0.0,0.5999999999999996,3.066666666666667,9,2,4,sangat_sulit,1.0
Kimia Organik,Sistem Informasi,3.380952380952381,0.568875247852328,3.3,0.42857142857142855,0.14285714285714285,0.0,1.0,3.380952380952381,21,4,2,medium,0.5
Kimia Organik,Teknik Elektro,3.238888888888889,0.7429186392702525,3.3,0.4444444444444444,0.2777777777777778,0.0,1.1499999999999995,3.238888888888889,18,2,4,sangat_sulit,1.0
Kimia Organik,Teknik Informatika,3.3428571428571425,0.6214422549122938,3.7,0.5714285714285714,0.2857142857142857,0.0,0.7000000000000002,3.3428571428571425,7,4,2,medium,0.5
Kimia Organik,Teknik Mesin,3.190909090909091,0.6347512039445776,3.3,0.36363636363636365,0.36363636363636365,0.0,1.0,3.190909090909091,11,2,4,sangat_sulit,1.0
Kimia Organik,Teknik Sipil,3.28,0.7254117604658904,3.5,0.5,0.3,0.0,0.8500000000000001,3.28,10,4,2,medium,0.5
Komunikasi Massa,Ilmu Komunikasi,3.6350000000000002,0.4081730799034826,3.7,0.65,0.0,0.0,0.7000000000000002,3.6350000000000002,20,0,1,mudah,0.25
Komunikasi Organisasi,Ilmu Komunikasi,3.6666666666666665,0.41444505773667134,3.85,0.6666666666666666,0.05555555555555555,0.0,0.7000000000000002,3.6666666666666665,18,0,1,mudah,0.25
Manajemen,Akuntansi,3.5749999999999997,0.38641710859922057,3.7,0.75,0.08333333333333333,0.0,0.10000000000000009,3.5749999999999997,12,1,0,sangat_mudah,0.0
Manajemen,Ilmu Komunikasi,3.552941176470588,0.4543094307006287,3.7,0.5882352941176471,0.11764705882352941,0.0,0.7000000000000002,3.552941176470588,17,0,1,mudah,0.25
Manajemen,Manajemen,3.5461538461538464,0.5591889731497821,3.7,0.6923076923076923,0.15384615384615385,0.0,0.7000000000000002,3.5461538461538464,13,0,1,mudah,0.25
Matematika Diskrit,Akuntansi,3.283333333333333,0.5859465277082315,3.3,0.4166666666666667,0.16666666666666666,0.0,0.7000000000000002,3.283333333333333,12,3,3,sulit,0.75
Matematika Diskrit,Biologi,3.2,0.5903993805649094,3.15,0.25,0.25,0.0,0.5499999999999998,3.2,8,3,3,sulit,0.75
Matematika Diskrit,Manajemen,3.5583333333333336,0.46015478291812223,3.7,0.5833333333333334,0.0,0.0,1.0,3.5583333333333336,12,0,1,mudah,0.25
Matematika Diskrit,Sistem Informasi,3.19375,0.5157114826463857,3.3,0.3125,0.25,0.0,0.7750000000000004,3.19375,16,3,3,sulit,0.75
Matematika Diskrit,Teknik Elektro,3.34375,0.6065956918189688,3.5,0.5,0.3125,0.0,1.2999999999999998,3.34375,16,4,2,medium,0.5
Matematika Diskrit,Teknik Informatika,3.3333333333333335,0.7549834435270749,3.7,0.5555555555555556,0.3333333333333333,0.0,1.2999999999999998,3.3333333333333335,9,4,2,medium,0.5
Matematika Diskrit,Teknik Mesin,3.284615384615385,0.5129102485590662,3.3,0.3076923076923077,0.3076923076923077,0.0,1.0,3.284615384615385,13,2,4,sangat_sulit,1.0
Matematika Diskrit,Teknik Sipil,3.1625,0.5396758286230725,3.3,0.25,0.125,0.0,0.3999999999999999,3.1625,8,3,3,sulit,0.75
Metodologi Penelitian,Akuntansi,3.608333333333333,0.574390322362975,4.0,0.6666666666666666,0.08333333333333333,0.0,0.7750000000000004,3.608333333333333,12,0,1,mudah,0.25
Metodologi Penelitian,Biologi,3.483333333333333,0.2994439290863427,3.3,0.3333333333333333,0.0,0.0,0.30000000000000027,3.483333333333333,6,3,3,sulit,0.75
Metodologi Penelitian,Farmasi,3.619047619047619,0.3614125725802129,3.7,0.6190476190476191,0.047619047619047616,0.0,0.7000000000000002,3.619047619047619,21,0,1,mudah,0.25
Metodologi Penelitian,Hukum,3.6666666666666665,0.48353854428527593,4.0,0.6666666666666666,0.13333333333333333,0.0,0.7000000000000002,3.6666666666666665,15,0,1,mudah,0.25
Metodologi Penelitian,Ilmu Komunikasi,3.6260869565217395,0.39682534663403907,3.7,0.6521739130434783,0.043478260869565216,0.0,0.7000000000000002,3.6260869565217395,23,0,1,mudah,0.25
Metodologi Penelitian,Kedokteran,3.6333333333333333,0.3725424523297699,3.7,0.5833333333333334,0.0,0.0,0.7000000000000002,3.6333333333333333,12,0,1,mudah,0.25
Metodologi Penelitian,Manajemen,3.5714285714285716,0.49213595905786267,3.7,0.6428571428571429,0.07142857142857142,0.0,0.7000000000000002,3.5714285714285716,14,0,1,mudah,0.25
Metodologi Penelitian,Sistem Informasi,3.7333333333333334,0.3483293460696835,4.0,0.7619047619047619,0.0,0.0,0.2999999999999998,3.7333333333333334,21,1,0,sangat_mudah,0.0
Metodologi Penelitian,Teknik Elektro,3.663157894736842,0.3774336237683087,3.7,0.631578947368421,0.0,0.0,0.7000000000000002,3.663157894736842,19,0,1,mudah,0.25
Metodologi Penelitian,Teknik Informatika,3.8299999999999996,0.2945806812704761,4.0,0.8,0.0,0.0,0.22499999999999964,3.8299999999999996,10,1,0,sangat_mudah,0.0
Metodologi Penelitian,Teknik Mesin,3.5285714285714285,0.4462296260008731,3.7,0.5714285714285714,0.14285714285714285,0.0,0.625,3.5285714285714285,14,0,1,mudah,0.25
Metodologi Penelitian,Teknik Sipil,3.75,0.3927922024247862,4.0,0.75,0.0,0.0,0.3999999999999999,3.75,8,1,0,sangat_mudah,0.0
Mikrobiologi,Biologi,3.3,0.5398412465054624,3.15,0.375,0.25,0.0,0.8500000000000005,3.3,8,3,3,sulit,0.75
Mikrobiologi,Farmasi,3.110526315789474,0.6208370128231953,3.0,0.3157894736842105,0.3157894736842105,0.0,1.0,3.110526315789474,19,2,4,sangat_sulit,1.0
Mikrobiologi,Kedokteran,3.4153846153846152,0.4336783636255366,3.3,0.46153846153846156,0.15384615384615385,0.0,0.40000000000000036,3.4153846153846152,13,3,3,sulit,0.75
Pancasila,Akuntansi,3.8285714285714287,0.25523098781859765,4.0,0.8571428571428571,0.0,0.0,0.2999999999999998,3.8285714285714287,21,1,0,sangat_mudah,0.0
Pancasila,Biologi,3.96,0.10555973258234956,4.0,1.0,0.0,0.0,0.0,3.96,15,1,0,sangat_mudah,0.0
Pancasila,Farmasi,3.830769230769231,0.2792413087313987,4.0,0.8461538461538461,0.0,0.0,0.2999999999999998,3.830769230769231,39,1,0,sangat_mudah,0.0
Pancasila,Hukum,3.9074074074074074,0.21648578906269303,4.0,0.9629629629629629,0.0,0.0,0.0,3.9074074074074074,27,1,0,sangat_mudah,0.0
Pancasila,Ilmu Komunikasi,3.8227272727272723,0.2843708979677662,4.0,0.7954545454545454,0.0,0.0,0.2999999999999998,3.8227272727272723,44,1,0,sangat_mudah,0.0
Pancasila,Kedokteran,3.8666666666666667,0.2180280529749738,4.0,0.9166666666666666,0.0,0.0,0.2999999999999998,3.8666666666666667,24,1,0,sangat_mudah,0.0
Pancasila,Manajemen,3.767741935483871,0.26880860201289886,3.7,0.8064516129032258,0.0,0.0,0.2999999999999998,3.767741935483871,31,1,0,sangat_mudah,0.0
Pancasila,Sistem Informasi,3.8095238095238093,0.23562011985968967,4.0,0.8809523809523809,0.0,0.0,0.2999999999999998,3.8095238095238093,42,1,0,sangat_mudah,0.0
Pancasila,Teknik Elektro,3.857142857142857,0.25354627641855515,4.0,0.8571428571428571,0.0,0.0,0.2999999999999998,3.857142857142857,35,1,0,sangat_mudah,0.0
Pancasila,Teknik Informatika,3.8388888888888886,0.23797896320495338,4.0,0.8888888888888888,0.0,0.0,0.2999999999999998,3.8388888888888886,18,1,0,sangat_mudah,0.0
Pancasila,Teknik Mesin,3.775,0.26760587292846644,3.85,0.8125,0.0,0.0,0.2999999999999998,3.775,32,1,0,sangat_mudah,0.0
Pancasila,Teknik Sipil,3.7318181818181815,0.3797071097273386,4.0,0.7727272727272727,0.045454545454545456,0.0,0.2999999999999998,3.7318181818181815,22,1,0,sangat_mudah,0.0
Pemasaran,Akuntansi,3.7700000000000005,0.2830390628713837,3.85,0.8,0.0,0.0,0.2999999999999998,3.7700000000000005,10,1,0,sangat_mudah,0.0
Pemasaran,Ilmu Komunikasi,3.6277777777777778,0.41416898448872086,3.7,0.6111111111111112,0.05555555555555555,0.0,0.7000000000000002,3.6277777777777778,18,0,1,mudah,0.25
Pemasaran,Manajemen,3.742857142857143,0.32983512364696516,3.85,0.7857142857142857,0.0,0.0,0.2999999999999998,3.742857142857143,14,1,0,sangat_mudah,0.0
Pembelajaran Mesin,Sistem Informasi,3.236842105263158,0.572723053409266,3.3,0.2631578947368421,0.15789473684210525,0.0,0.5,3.236842105263158,19,3,3,sulit,0.75
Pembelajaran Mesin,Teknik Informatika,3.1444444444444444,0.7125852775477316,3.3,0.3333333333333333,0.3333333333333333,0.0,1.0,3.1444444444444444,9,2,4,sangat_sulit,1.0
Pemrograman Berorientasi Objek,Sistem Informasi,3.21,0.6560648234980893,3.3,0.45,0.4,0.0,1.0,3.21,20,2,4,sangat_sulit,1.0
Pemrograman Berorientasi Objek,Teknik Informatika,3.108333333333333,0.593078767317145,3.3,0.25,0.3333333333333333,0.0,0.6999999999999997,3.108333333333333,12,2,4,sangat_sulit,1.0
Pemrograman Mobile,Sistem Informasi,3.5450000000000004,0.461661758159985,3.7,0.55,0.05,0.0,0.7000000000000002,3.5450000000000004,20,0,1,mudah,0.25
Pemrograman Mobile,Teknik Informatika,3.06,0.623965811029205,3.0,0.3,0.3,0.0,1.1250000000000004,3.06,10,2,4,sangat_sulit,1.0
Pemrograman Web,Sistem Informasi,3.580952380952381,0.46863530342799353,3.7,0.6666666666666666,0.14285714285714285,0.0,0.7000000000000002,3.580952380952381,21,0,1,mudah,0.25
Pemrograman Web,Teknik Informatika,3.4909090909090907,0.5735059641443068,3.7,0.5454545454545454,0.2727272727272727,0.0,1.0,3.4909090909090907,11,4,2,medium,0.5
Pengantar Ekonomi,Akuntansi,3.6,0.41633319989322665,3.7,0.6,0.0,0.0,0.7000000000000002,3.6,10,0,1,mudah,0.25
Pengantar Ekonomi,Manajemen,3.393333333333333,0.3881580434135904,3.3,0.3333333333333333,0.0,0.0,0.7000000000000002,3.393333333333333,15,3,3,sulit,0.75
Pengantar Ilmu Hukum,Hukum,3.646666666666667,0.4273952113286561,3.7,0.6666666666666666,0.06666666666666667,0.0,0.7000000000000002,3.646666666666667,15,0,1,mudah,0.25
Pengantar Matematika,Akuntansi,3.84,0.32041639575194447,4.0,0.9,0.0,0.0,0.22499999999999964,3.84,10,1,0,sangat_mudah,0.0
Pengantar Matematika,Biologi,3.675,0.3615443067098218,3.7,0.75,0.0,0.0,0.3999999999999999,3.675,8,1,0,sangat_mudah,0.0
Pengantar Matematika,Manajemen,3.75,0.23777817717036517,3.7,0.8571428571428571,0.0,0.0,0.2999999999999998,3.75,14,1,0,sangat_mudah,0.0
Pengantar Matematika,Sistem Informasi,3.8619047619047615,0.22688364964490165,4.0,0.9047619047619048,0.0,0.0,0.2999999999999998,3.8619047619047615,21,1,0,sangat_mudah,0.0
Pengantar Matematika,Teknik Elektro,3.7578947368421054,0.27752034855060476,3.7,0.7894736842105263,0.0,0.0,0.2999999999999998,3.7578947368421054,19,1,0,sangat_mudah,0.0
Pengantar Matematika,Teknik Informatika,3.727272727272727,0.366308364881036,4.0,0.7272727272727273,0.0,0.0,0.5,3.727272727272727,11,1,0,sangat_mudah,0.0
Pengantar Matematika,Teknik Mesin,3.858333333333333,0.27455197664338143,4.0,0.8333333333333334,0.0,0.0,0.07500000000000018,3.858333333333333,12,1,0,sangat_mudah,0.0
Pengantar Matematika,Teknik Sipil,3.6666666666666665,0.44440972086577946,4.0,0.6666666666666666,0.0,0.0,0.7000000000000002,3.6666666666666665,9,0,1,mudah,0.25
Perilaku Organisasi,Akuntansi,3.769230769230769,0.29547875102567417,4.0,0.7692307692307693,0.0,0.0,0.2999999999999998,3.769230769230769,13,1,0,sangat_mudah,0.0
Perilaku Organisasi,Ilmu Komunikasi,3.585,0.44399502130921287,3.7,0.6,0.1,0.0,0.7000000000000002,3.585,20,0,1,mudah,0.25
Perilaku Organisasi,Manajemen,3.48,0.46629236689932163,3.3,0.4666666666666667,0.06666666666666667,0.0,0.5500000000000003,3.48,15,3,3,sulit,0.75
Rekayasa Perangkat Lunak,Sistem Informasi,3.372727272727273,0.40258902379215716,3.3,0.3181818181818182,0.09090909090909091,0.0,0.625,3.372727272727273,22,3,3,sulit,0.75
Rekayasa Perangkat Lunak,Teknik Informatika,3.4,0.6253887679764574,3.7,0.6,0.2,0.0,0.40000000000000036,3.4,10,4,2,medium,0.5
Seminar,Akuntansi,3.9,0.14770978917519922,4.0,1.0,0.0,0.0,0.2999999999999998,3.9,12,1,0,sangat_mudah,0.0
Seminar,Biologi,3.78,0.31198290551460234,3.85,0.9,0.0,0.0,0.2999999999999998,3.78,10,1,0,sangat_mudah,0.0
Seminar,Farmasi,3.880952380952381,0.1913610399716922,4.0,0.9523809523809523,0.0,0.0,0.2999999999999998,3.880952380952381,21,1,0,sangat_mudah,0.0
Seminar,Hukum,3.7941176470588234,0.28607382839770173,4.0,0.8823529411764706,0.0,0.0,0.2999999999999998,3.7941176470588234,17,1,0,sangat_mudah,0.0
Seminar,Ilmu Komunikasi,3.7045454545454546,0.3578737110680149,3.7,0.7727272727272727,0.0,0.0,0.2999999999999998,3.7045454545454546,22,1,0,sangat_mudah,0.0
Seminar,Kedokteran,3.8299999999999996,0.2945806812704761,4.0,0.8,0.0,0.0,0.22499999999999964,3.8299999999999996,10,1,0,sangat_mudah,0.0
Seminar,Manajemen,3.8846153846153846,0.15191090506254987,4.0,1.0,0.0,0.0,0.2999999999999998,3.8846153846153846,13,1,0,sangat_mudah,0.0
Seminar,Sistem Informasi,3.875,0.24630604269214895,4.0,0.875,0.0,0.0,0.07500000000000018,3.875,16,1,0,sangat_mudah,0.0
Seminar,Teknik Elektro,3.7625,0.2305789814069502,3.7,0.875,0.0,0.0,0.2999999999999998,3.7625,16,1,0,sangat_mudah,0.0
Seminar,Teknik Informatika,3.8333333333333335,0.27413776673693685,4.0,0.8333333333333334,0.0,0.0,0.2999999999999998,3.8333333333333335,12,1,0,sangat_mudah,0.0
Seminar,Teknik Mesin,3.891666666666667,0.21933093855190738,4.0,0.9166666666666666,0.0,0.0,0.07500000000000018,3.891666666666667,12,1,0,sangat_mudah,0.0
Seminar,Teknik Sipil,3.8909090909090907,0.15135749373285382,4.0,1.0,0.0,0.0,0.2999999999999998,3.8909090909090907,11,1,0,sangat_mudah,0.0
Sistem Operasi,Sistem Informasi,3.165,0.6968160672508545,3.3,0.35,0.35,0.0,1.0750000000000002,3.165,20,2,4,sangat_sulit,1.0
Sistem Operasi,Teknik Informatika,3.3454545454545452,0.6330302305003077,3.7,0.5454545454545454,0.36363636363636365,0.0,1.15,3.3454545454545452,11,4,2,medium,0.5
Skripsi,Akuntansi,3.5923076923076924,0.5090211823711898,4.0,0.6153846153846154,0.07692307692307693,0.0,1.0,3.5923076923076924,13,0,1,mudah,0.25
Skripsi,Biologi,3.5454545454545454,0.5164564577263729,3.7,0.5454545454545454,0.18181818181818182,0.0,0.7000000000000002,3.5454545454545454,11,0,1,mudah,0.25
Skripsi,Farmasi,3.427777777777778,0.589920787858601,3.7,0.5555555555555556,0.16666666666666666,0.0,1.0,3.427777777777778,18,4,2,medium,0.5
Skripsi,Hukum,3.6866666666666665,0.47489347176373103,4.0,0.7333333333333333,0.06666666666666667,0.0,0.5,3.6866666666666665,15,0,1,mudah,0.25
Skripsi,Ilmu Komunikasi,3.4000000000000004,0.5059644256269407,3.3,0.47619047619047616,0.14285714285714285,0.0,0.7000000000000002,3.4000000000000004,21,3,3,sulit,0.75
Skripsi,Kedokteran,3.569230769230769,0.49562185750935717,3.7,0.6153846153846154,0.07692307692307693,0.0,1.0,3.569230769230769,13,0,1,mudah,0.25
Skripsi,Manajemen,3.28125,0.619912628252294,3.3,0.3125,0.125,0.0,0.7750000000000004,3.28125,16,3,3,sulit,0.75
Skripsi,Sistem Informasi,3.42,0.5972157622389639,3.7,0.56,0.24,0.0,1.0,3.42,25,4,2,medium,0.5
Skripsi,Teknik Elektro,3.44,0.621978410282176,3.7,0.5333333333333333,0.13333333333333333,0.0,0.7000000000000002,3.44,15,4,2,medium,0.5
Skripsi,Teknik Informatika,3.6999999999999997,0.6204836822995429,4.0,0.7777777777777778,0.1111111111111111,0.0,0.0,3.6999999999999997,9,1,0,sangat_mudah,0.0
Skripsi,Teknik Mesin,3.477777777777778,0.5696002496878355,3.7,0.5555555555555556,0.1111111111111111,0.0,0.7000000000000002,3.477777777777778,9,0,1,mudah,0.25
Skripsi,Teknik Sipil,3.5583333333333336,0.4166060561977059,3.7,0.5833333333333334,0.0,0.0,0.7750000000000004,3.5583333333333336,12,0,1,mudah,0.25
Statistika,Akuntansi,3.4583333333333335,0.5333570070503406,3.7,0.5833333333333334,0.16666666666666666,0.0,1.0,3.4583333333333335,12,4,2,medium,0.5
Statistika,Biologi,3.75,0.3070597894314954,3.85,0.75,0.0,0.0,0.3999999999999999,3.75,8,1,0,sangat_mudah,0.0
Statistika,Manajemen,3.3428571428571425,0.5996335877520869,3.5,0.5,0.21428571428571427,0.0,0.7000000000000002,3.3428571428571425,14,4,2,medium,0.5
Statistika,Sistem Informasi,3.688888888888889,0.44574971728259843,4.0,0.7222222222222222,0.1111111111111111,0.0,0.6000000000000001,3.688888888888889,18,0,1,mudah,0.25
Statistika,Teknik Elektro,3.5055555555555555,0.5207146923697019,3.7,0.6111111111111112,0.05555555555555555,0.0,0.625,3.5055555555555555,18,0,1,mudah,0.25
Statistika,Teknik Informatika,3.3846153846153846,0.5639830875805791,3.3,0.46153846153846156,0.15384615384615385,0.0,1.0,3.3846153846153846,13,4,2,medium,0.5
Statistika,Teknik Mesin,3.606666666666667,0.5799835794063074,4.0,0.7333333333333333,0.2,0.0,0.5,3.606666666666667,15,0,1,mudah,0.25
Statistika,Teknik Sipil,3.5545454545454547,0.476158873410202,3.7,0.6363636363636364,0.09090909090909091,0.0,0.8500000000000001,3.5545454545454547,11,0,1,mudah,0.25
Statistika Inferensial,Akuntansi,2.8636363636363638,0.44558439665842714,2.7,0.0,0.5454545454545454,0.0,0.7999999999999998,2.8636363636363638,11,2,4,sangat_sulit,1.0
Statistika Inferensial,Biologi,3.05,0.552914356581818,3.0,0.25,0.375,0.0,0.47499999999999964,3.05,8,2,4,sangat_sulit,1.0
Statistika Inferensial,Manajemen,3.215384615384615,0.5382783571197989,3.3,0.38461538461538464,0.38461538461538464,0.0,1.0,3.215384615384615,13,2,4,sangat_sulit,1.0
Statistika Inferensial,Sistem Informasi,3.1761904761904765,0.6449067854386106,3.3,0.38095238095238093,0.3333333333333333,0.0,1.0,3.1761904761904765,21,2,4,sangat_sulit,1.0
Statistika Inferensial,Teknik Elektro,3.263157894736842,0.7952711112261512,3.3,0.47368421052631576,0.21052631578947367,0.0,1.0,3.263157894736842,19,4,2,medium,0.5
Statistika Inferensial,Teknik Informatika,3.44,0.5966573556070519,3.7,0.6,0.2,0.0,0.8499999999999996,3.44,10,4,2,medium,0.5
Statistika Inferensial,Teknik Mesin,3.2857142857142856,0.5390263913292656,3.3,0.35714285714285715,0.21428571428571427,0.0,0.7000000000000002,3.2857142857142856,14,3,3,sulit,0.75
Statistika Inferensial,Teknik Sipil,3.2857142857142856,0.9299257522845061,3.7,0.5714285714285714,0.2857142857142857,0.0,1.2000000000000002,3.2857142857142856,7,4,2,medium,0.5
Struktur Data,Sistem Informasi,3.22,0.7783924054370683,3.3,0.45,0.3,0.0,1.0750000000000002,3.22,20,2,4,sangat_sulit,1.0
Struktur Data,Teknik Informatika,3.17,0.46916000587338114,3.0,0.2,0.2,0.0,0.22499999999999964,3.17,10,3,3,sulit,0.75
